npc_id,npc_name,zone,tameable
155779,Tomb Burster,"Dredhollow, Revendreth",Can Be Tamed
159460,Nightwidow Horror,"Dominance Keep, Revendreth",Can Be Tamed
161256,Tomb Lurker,"Archivam, Revendreth",Can Be Tamed
170192,Shade Hatchling,Maldraxxus,Can Be Tamed
159916,Boneweave Rampager,"Bony Spindles, Maldraxxus",Can Be Tamed
174431,Captive Weaver,"The Reagentry, Maldraxxus",Can Be Tamed
168712,Razorweb Lurker,"Sightless Hold, Maldraxxus",Can Be Tamed
168737,Razorweb Matriach,"Sightless Hold, Maldraxxus",Can Be Tamed
168644,Razorweb Weaver,"House of Eyes, Maldraxxus",Can Be Tamed
162428,Corpse Tickler,"Etheric Vault, Maldraxxus",Can Be Tamed
120667,Legion Venomretcher,Broken Shore,Can Be Tamed
107778,Mana-Engorged Spiderling,Dalaran (Broken Isles),Tameability Unknown
121927,Legion Venomretcher,The Broken Isles,Can Be Tamed
106311,Venomous Spiderling,"Mulgore, The Emerald Nightmare (Raid)",Can Be Tamed
111933,Venomous Spiderling,"Mulgore, The Emerald Nightmare (Raid)",Can Be Tamed
111721,Venomous Spiderling,"Mulgore, The Emerald Nightmare (Raid)",Can Be Tamed
107459,Venomous Spiderling,"Mulgore, The Emerald Nightmare (Raid)",Can Be Tamed
113626,Venomous Spiderling,"Mulgore, The Emerald Nightmare (Raid)",Can Be Tamed
105876,Enchanted Broodling,"Nal'tira's Lair, The Arcway (Dungeon)",Can Be Tamed
107440,Felsurge Hunter,"Felsurge Nest, Azsuna",Can Be Tamed
112858,Hungry Spiderling,"Moonshade Sanctum, Suramar",Can Be Tamed
120666,Legion Webspewer,Broken Shore,Can Be Tamed
113974,Leyline Spiderling,"Ley Station Anora, Suramar",Can Be Tamed
105756,Leyline Spiderling,"Falanaar Tunnels, Suramar",Can Be Tamed
114692,Leyline Spiderling,"Falanaar Tunnels, Withered Training Instance",Can Be Tamed
110376,Leyline Spiderling,"Falanaar Tunnels, Withered Training Instance",Can Be Tamed
107398,Moonfall Stalker,"Moonshade Sanctum, Suramar",Can Be Tamed
111980,Nightmother,"Mulgore, The Emerald Nightmare (Raid)",Can Be Tamed
111456,Spiderling,"Isle of the Watchers, Azsuna",Can Be Tamed
110966,Vicious Manafang,"Nal'tira's Lair, The Arcway (Dungeon)",Can Be Tamed
98759,Vicious Manafang,"Nal'tira's Lair, The Arcway (Dungeon)",Can Be Tamed
107811,Vile Weaver,"Falanaar, Suramar",Can Be Tamed
134296,Lucille,"Mangrove Shore, Nazmir",Tameability Unknown
108035,Fal'dorei Spiderling,"Falanaar Tunnels, Withered Training Instance",Can Be Tamed
126111,Brood of Ven'orn,"Shattered Chasm, Antoran Wastes",Can Be Tamed
119721,Hatched Broodling,"The Creeping Grotto, Broken Shore",Can Be Tamed
121277,Ravenous Broodling,"Blood Nest, Broken Shore",Can Be Tamed
111469,Skitterer,"Isle of the Watchers, Azsuna",Can Be Tamed
110351,Vicious Spiderling,"Felsurge Nest, Azsuna",Can Be Tamed
169276,Disturbed Nightmare,"Dreamshrine Basin, Ardenweald",Can Be Tamed
165460,Unleashed Nightmare,"Tirna Vaal, Ardenweald",Can Be Tamed
97677,Barbed Spiderling,"Tomb of the Penitent, Vault of the Wardens (Dungeon)",Can Be Tamed
118721,Venomous Spitter,"Shadow Fracture, Broken Shore",Can Be Tamed
120071,Felcrawler Dreadfang,Azsuna,Can Be Tamed
107102,Felsurge Spiderling,"Felsurge Nest, Azsuna",Can Be Tamed
107103,Felsurge Webspinner,"Felsurge Nest, Azsuna",Can Be Tamed
118706,Necrotic Spiderling,"Path of Illumination, Cathedral of Eternal Night (Dungeon)",Can Be Tamed
120016,Necrotic Spiderling,"Path of Illumination, Cathedral of Eternal Night (Dungeon)",Can Be Tamed
112039,Screeching Spiderling,"Mulgore, The Emerald Nightmare (Raid)",Can Be Tamed
117509,Skittering Demon,"The Creeping Grotto, Broken Shore",Can Be Tamed
108542,Skittering Spiderling,"Mulgore, The Emerald Nightmare (Raid)",Can Be Tamed
117354,Vile Broodling,"The Creeping Grotto, Broken Shore",Can Be Tamed
117101,Vile Felspinner,"Bybeen Lair, Broken Shore",Can Be Tamed
125547,Feltouched Skitterer,"Halls of the Boundless Reach, Antorus, the Burning Throne (Raid)",Available to Worgen Only
37045,Rygna,Gilneas,Can Be Tamed
43,Mine Spider,Elwynn Forest,Can Be Tamed
1688,Night Web Matriarch,Tirisfal Glades,Can Be Tamed
1505,Night Web Spider,Tirisfal Glades,Can Be Tamed
10359,Sri'skulk,Tirisfal Glades,Can Be Tamed
1555,Vicious Night Web Spider,Tirisfal Glades,Can Be Tamed
12433,Krethis the Shadowspinner,Silverpine Forest,Can Be Tamed
45582,Black Widow,Duskwood,Can Be Tamed
930,Black Widow Hatchling,Duskwood,Can Be Tamed
23958,Riven Widow,Howling Fjord,Can Be Tamed
47117,Recluse Hatchling,Twilight Highlands,Can Be Tamed
137025,Broodmother,"Millstone Hamlet, Stormsong Valley",Can Be Tamed
50752,Tarantis,"Tower of Azora, Elwynn Forest",Can Be Tamed
41185,Queen Silith,"Webwinder Hollow, Stonetalon Mountains",Can Be Tamed
45227,Darkmist Broodqueen,Dustwallow Marsh,Can Be Tamed
4378,Darkmist Recluse,Dustwallow Marsh,Can Be Tamed
58883,Feverbite,Krasarang Wilds,Can Be Tamed
58808,Waterbite Creeper,"Gilded Fan, Valley of the Four Winds",Can Be Tamed
15976,Venom Stalker,Naxxramas (Raid),Can Be Tamed
1111,Leech Stalker,Wetlands,Can Be Tamed
11739,Rock Stalker,Silithus,Can Be Tamed
22132,Mature Cavern Crawler,Blade's Edge Mountains,Can Be Tamed
80212,Frostspinner Spider,Frostfire Ridge,Can Be Tamed
80247,Frostspinner Spiderling,Frostfire Ridge,Can Be Tamed
80211,Frostspinner Widow,Frostfire Ridge,Can Be Tamed
76891,Ice Spider,Frostfire Ridge,Can Be Tamed
18466,Dreadfang Lurker,Terokkar Forest,Can Be Tamed
18467,Dreadfang Widow,Terokkar Forest,Can Be Tamed
5856,Glassweb Spider,Searing Gorge,Can Be Tamed
10375,Spire Spiderling,Blackrock Spire (Dungeon),Can Be Tamed
10376,Crystal Fang,"Skitterweb Tunnels, Blackrock Spire (Dungeon)",Can Be Tamed
10596,Mother Smolderweb,"Skitterweb Tunnels, Blackrock Spire (Dungeon)",Can Be Tamed
29412,Crystalweb Spitter,The Storm Peaks,Can Be Tamed
29411,Crystalweb Weaver,The Storm Peaks,Can Be Tamed
16170,Coldmist Stalker,Karazhan (Raid),Can Be Tamed
16171,Coldmist Widow,Karazhan (Raid),Can Be Tamed
160394,Barrow Spider,"Hrun's Barrow, Exile's Reach",Can Be Tamed
160433,Barrow Spiderling,"Hrun's Barrow, Exile's Reach",Can Be Tamed
1112,Leech Widow,Wetlands,Can Be Tamed
4379,Darkmist Silkspinner,Dustwallow Marsh,Can Be Tamed
4376,Darkmist Spider,Dustwallow Marsh,Can Be Tamed
1504,Young Night Web Spider,Tirisfal Glades,Can Be Tamed
141981,Damplight Skitterer,Tiragarde Sound,Can Be Tamed
129626,Enthralled Mossfang,"Fernwood Ridge, Tiragarde Sound",Can Be Tamed
44284,Northridge Spider,Western Plaguelands,Can Be Tamed
1824,Plague Lurker,Western Plaguelands,Can Be Tamed
22044,Cavern Crawler,Blade's Edge Mountains,Can Be Tamed
15975,Carrion Spinner,Naxxramas (Raid),Can Be Tamed
16179,Hyakiss the Lurker,"Servants' Quarters, Karazhan (Raid)",Can Be Tamed
59488,Spider Mite,"The Heartland, Valley of the Four Winds",Can Be Tamed
137000,Cellar Crawler,"Millstone Hamlet, Stormsong Valley",Can Be Tamed
50763,Shadowstalker,Tirisfal Glades,Can Be Tamed
49346,Coldlurk Creeper,Winterspring,Can Be Tamed
29461,Icetip Crawler,The Storm Peaks,Can Be Tamed
15974,Dread Creeper,Naxxramas (Raid),Available to Worgen Only
36813,Vilebrood Skitterer,Gilneas,Available to Worgen Only
44130,Vilebrood Webspinner,Gilneas,Can Be Tamed
16352,Greater Spindleweb,Ghostlands,Can Be Tamed
16351,Spindleweb Lurker,Ghostlands,Can Be Tamed
16350,Spindleweb Spider,Ghostlands,Can Be Tamed
51987,Deadwind Widow,Deadwind Pass,Can Be Tamed
51983,Deadwind Widow,Deadwind Pass,Can Be Tamed
4040,Cave Stalker,Wetlands,Can Be Tamed
42879,Spawn of Shadra,The Hinterlands,Can Be Tamed
217,Venom Web Spider,Duskwood,Can Be Tamed
210832,Vileblood Skitterer,"The Blackwald, Ruins of Gilneas",Can Be Tamed
137967,Tunnel Stalker,"Saltstone Mine, Stormsong Valley",Available to Alliance Hunters Only
128612,Cave Spider,Forge of Aeons (Scenario),Can Be Tamed
471,Mother Fang,Elwynn Forest,Can Be Tamed
574,Naraxis,Duskwood,Can Be Tamed
20682,Terokkarantula,Terokkar Forest,Can Be Tamed
67099,Succula,"The Heartland, Valley of the Four Winds",Can Be Tamed
58568,Ashweb Hatchling,Vale of Eternal Blossoms,Can Be Tamed
67087,Ashweb Hatchling,Vale of Eternal Blossoms,Can Be Tamed
1781,Skitterweb Lurker,Silverpine Forest,Available to Alliance Hunters Only
47205,Domesticated Mine Creeper,Hillsbrad Foothills,Can Be Tamed
50775,Likk the Hunter,Eastern Plaguelands,Can Be Tamed
50764,Paraliss,Dustwallow Marsh,Can Be Tamed
78291,Deathweb Crawler,"Deathweb Hollow, Talador",Can Be Tamed
82356,Deathweb Hatchling,"Deathweb Hollow, Talador",Can Be Tamed
78864,Deathweb Hatchling,"Deathweb Hollow, Talador",Can Be Tamed
78872,Klikixx,"Deathweb Hollow, Talador",Can Be Tamed
125132,Skittering Spiderling,"Wayward Thicket, Drustvar",Can Be Tamed
89756,Undergrowth Lurker,"The Felblight, Tanaan Jungle",Can Be Tamed
50759,Iriss the Widow,"Sishir Canyon, Stonetalon Mountains",Can Be Tamed
74583,Festering Spiderling,Razorfen Downs (Dungeon),Can Be Tamed
50778,Ironweb,Western Plaguelands,Can Be Tamed
42337,Tainted Nightstalker,Blasted Lands,Can Be Tamed
77634,Taladorantula,"Deathweb Hollow, Talador",Can Be Tamed
86507,Taladorette,"Deathweb Hollow, Talador",Can Be Tamed
132318,Bilefang Skitterer,"Bleak Hills Mine, Drustvar",Can Be Tamed
129496,Sandspinner Weaver,"Court of Zak'rajan, Vol'dun",Can Be Tamed
139521,Sandspinner Weaver,"Arid Basin, Vol'dun",Can Be Tamed
58474,Bloodtip,"Guo-Lai Halls, Vale of Eternal Blossoms",Can Be Tamed
44906,Skitterweb Matriarch,Silverpine Forest,Available to Alliance Hunters Only
48268,Battle Creeper,Hillsbrad Foothills,Can Be Tamed
74584,Plague-Rotted Webslinger,Razorfen Downs (Dungeon),Can Be Tamed
132319,Bilefang Mother,"Bleak Hills Mine, Drustvar",Can Be Tamed
46507,Darkwood Broodmother,Tol Barad Peninsula,Can Be Tamed
62000,Dreadspinner,Dread Wastes,Can Be Tamed
61981,Dreadspinner Tender,Dread Wastes,Can Be Tamed
58475,Ashweb Piercer,Vale of Eternal Blossoms,Can Be Tamed
65653,Weeping Widow,"The Widow's Wail, The Jade Forest",Can Be Tamed
65622,Weeping Widow,"The Widow's Wail, The Jade Forest",Can Be Tamed
112370,Ruins Recluse,"Teloth'aran & Crimson Thicket, Suramar",Can Be Tamed
203343,Bone Collector,"The Crystal Fields, Zaralek Cavern",Can Be Tamed
203342,Calcifying Crawler,"The Crystal Fields, Zaralek Cavern",Can Be Tamed
203348,Osseous Broodmother,Zaralek Cavern,Can Be Tamed
204435,Sneaky Darkfang,"Mysterious Cave, Zaralek Cavern",Can Be Tamed
50765,Miasmiss,"Azurelode Mine, Hillsbrad Foothills",Can Be Tamed
84097,Boneshallow Spider,"Ashmaul Burial Grounds, Ashran (Battleground)",Can Be Tamed
84190,Boneshallow Spider,"Ashmaul Burial Grounds, Ashran (Battleground)",Can Be Tamed
32475,Terror Spinner,Zul'Drak,Can Be Tamed
30206,Carrion Fleshstripper,Icecrown,Can Be Tamed
31747,Necrotic Webspinner,Icecrown,Can Be Tamed
132317,Bilefang Hunter,"Bleak Hills Mine, Drustvar",Can Be Tamed
125130,Venomous Weaver,"Wayward Thicket, Drustvar",Can Be Tamed
65658,Widowspawn,The Jade Forest,Can Be Tamed
130233,Sandspinner Hunter,"Arid Basin, Vol'dun",Can Be Tamed
129505,Sandspinner Hunter,"Court of Zak'rajan, Vol'dun",Can Be Tamed
129500,Sandspinner Stalker,"Court of Zak'rajan, Vol'dun",Can Be Tamed
124262,Spiderling,"Arid Basin, Vol'dun",Can Be Tamed
113417,Swarming Spiderling,"Teloth'aran, Suramar",Can Be Tamed
1780,Skitterweb Striker,Silverpine Forest,Can Be Tamed
56070,Silkwood Stalker,"The Silkwood, The Jade Forest",Can Be Tamed
46508,Darkwood Lurker,Tol Barad Peninsula,Can Be Tamed
58459,Ashweb Weaver,Vale of Eternal Blossoms,Can Be Tamed
58588,Ashweb Weaver,Vale of Eternal Blossoms,Can Be Tamed
97494,Thornback Spinner,"Rockcrawler Chasm, Highmountain",Can Be Tamed
17522,Myst Spinner,Bloodmyst Isle,Can Be Tamed
129833,Mossfang Matriarch,"Fernwood Ridge, Tiragarde Sound",Can Be Tamed
26625,Darkweb Recluse,Drak'Tharon Keep (Dungeon),Can Be Tamed
20998,Ridgespine Horror,Blade's Edge Mountains,Can Be Tamed
20714,Ridgespine Stalker,Blade's Edge Mountains,Can Be Tamed
141988,Skittering Cliffwalker,"Forgotten Cove, Stormsong Valley",Can Be Tamed
17523,Myst Leecher,Bloodmyst Isle,Can Be Tamed
133857,Shadraspawn Lurker,"Skyrender Eyrie, Zuldazar",Can Be Tamed
18647,Deathskitter,Terokkar Forest,Can Be Tamed
75113,Venomfang Spider,"Darksting Cave & The Forgotten Caves, Gorgrond",Can Be Tamed
76517,Venomfang Spiderling,"Darksting Cave, Gorgrond",Can Be Tamed
28342,Trapdoor Ambusher,Zul'Drak,Can Be Tamed
28221,Trapdoor Crawler,Zul'Drak,Can Be Tamed
131890,Rock Stalker,Silithus,Can Be Tamed
17683,Zarakh,Bloodmyst Isle,Can Be Tamed
43007,Shadra,"Shadra'Alor, The Hinterlands",Can Be Tamed
4380,Darkmist Widow,Dustwallow Marsh,Can Be Tamed
50777,Needle,Felwood,Can Be Tamed
76473,Mother Araneae,"Darksting Cave, Gorgrond",Can Be Tamed
47115,Black Recluse,Twilight Highlands,Can Be Tamed
134717,Umbra'rix,"Garden of the Loa, Zuldazar",Can Be Tamed
77957,Deathweb Hatchling,"Deathweb Hollow, Talador",Can Be Tamed
75258,Deathweb Hatchling,"Deathweb Hollow, Talador",Can Be Tamed
53753,Cinderweb Broodling,Molten Front,Can Be Tamed
64323,Echoweb Toxiclaw,"Cavern of Endless Echoes, Valley of the Four Winds",Can Be Tamed
54323,Kirix,Molten Front,Can Be Tamed
89791,Demonfang Crawler,"The Felblight, Tanaan Jungle",Can Be Tamed
66695,Echoweb Hatchling,Valley of the Four Winds,Can Be Tamed
54321,Solix,Molten Front,Can Be Tamed
54322,Deth'tilac,Molten Front,Can Be Tamed
52981,Cinderweb Spinner,Molten Front,Can Be Tamed
66686,Echoweb Cinderfang,"Cavern of Endless Echoes, Valley of the Four Winds",Can Be Tamed
54324,Skitterflame,Molten Front,Can Be Tamed
52648,Cinderweb Creeper,Molten Front,Can Be Tamed
64321,Echoweb Spinner,"Cavern of Endless Echoes, Valley of the Four Winds",Can Be Tamed
54338,Anthriss,Molten Front,Can Be Tamed
213428,Aradan,"The Rookery Landing, The Rookery (Dungeon)",Can Be Tamed
210908,Nah'qi,"Amirdrassil, The Emerald Dream",Can Be Tamed
210868,Sul'raka,The Emerald Dream,Can Be Tamed
193254,Bloodgullet,Ohn'ahran Plains,Can Be Tamed
60410,Elegon,Mogu'shan Vaults (Raid),Can Be Tamed
151144,Hati,"Temple of Storms, The Storm Peaks",Can Be Tamed
151147,Hati,"Temple of Storms, The Storm Peaks",Can Be Tamed
151148,Hati,"Temple of Storms, The Storm Peaks",Can Be Tamed
151145,Hati,"Temple of Storms, The Storm Peaks",Can Be Tamed
151149,Hati,"Temple of Storms, The Storm Peaks",Can Be Tamed
151133,Hati,"Temple of Storms, The Storm Peaks",Can Be Tamed
151096,Hati,"Spark of the Imagination (Hati quest phase), Ulduar",Can Be Tamed
111463,Bulvinkel,Stormheim,Can Be Tamed
121567,Lost Spectral Gryphon,Stormwind City,Can Be Tamed
121571,Gon,"Valley of Spirits, Orgrimmar",Can Be Tamed
112068,Leyline Prowler,"Leystation Moonfall, Suramar",Can Be Tamed
113201,Thicket Manahunter,"Crimson Thicket, Suramar",Can Be Tamed
110340,Myonix,Suramar,Can Be Tamed
113694,Pashya,"Crimson Thicket, Suramar",Can Be Tamed
103326,Mana Saber,"Moon Guard Stronghold, Suramar",Can Be Tamed
118244,Lightning Paw,Duskwood,Can Be Tamed
54319,Magria,Mount Hyjal,Can Be Tamed
54318,Ankha,Mount Hyjal,Can Be Tamed
33776,Gondria,Zul'Drak,Can Be Tamed
32517,Loque'nahak,Sholazar Basin,Can Be Tamed
88708,Gara,Shadowmoon Valley - Draenor,Can Be Tamed
88710,Lost Netherwolf,Shadowmoon Valley - Draenor,Can Be Tamed
50138,Karoma,Twilight Highlands,Can Be Tamed
35189,Skoll,The Storm Peaks,Can Be Tamed
69943,Gumi,Kun-Lai Summit,Can Be Tamed
69946,Hutia,The Jade Forest,Can Be Tamed
69947,Degu,Valley of the Four Winds,Can Be Tamed
38453,Arcturis,Grizzly Hills,Can Be Tamed
54320,Ban'thalos,Mount Hyjal,Can Be Tamed
50051,Ghostcrawler,Abyssal Depths,Can Be Tamed
237704,Cleftling Sporeglider,"Fungal Cleft, Harandar",Can Be Tamed
256246,Fungal Sporewing,Harandar,Can Be Tamed
249849,Ha'kalawe,Harandar,Can Be Tamed
250168,Latticewing Sporeglider,"Ahl'ua Wetland, Fungara Village, Harandar",Can Be Tamed
260031,Latticewing Sporeglider,"Ahl'ua Wetland , Harandar",Can Be Tamed
255876,Lightsick Sporeglider,"Encroaching Bloom, Harandar",Can Be Tamed
256061,Scavenging Sporeglider,"Veilroot Clearing, Harandar",Can Be Tamed
249409,Vigilant Sporeglider,"Gloom Mire, Harandar",Can Be Tamed
252773,Binli,"The Grudge Pit (Non-Instanced), Harandar",Can Be Tamed
246162,Foraging Sporeglider,"The Grudge Pit (Non-Instanced), Harandar",Can Be Tamed
243780,Opportunistic Sporeglider,"The Grudge Pit (Non-Instanced), Harandar",Can Be Tamed
248598,Sporeglider Bloomterror,"Nai'theren Grotto, Harandar",Can Be Tamed
256381,Vale Sporeglider,"Rift of Aln, Harandar",Can Be Tamed
256357,Vale Sporeglider,"Vale of Mists & The Grudge Pit (Non-Instanced), Harandar",Can Be Tamed
251758,Vonto,"The Grudge Pit (Non-Instanced), Harandar",Can Be Tamed
246808,Decanimated Sporeglider,"Fungara Village, Harandar",Can Be Tamed
251756,Kipkip,"The Grudge Pit (Non-Instanced), Harandar",Can Be Tamed
246106,Majestic Sporeglider,"Nordrassil Roots, Harandar",Can Be Tamed
82323,Moonglow Sporebat,"Umbrafen, Shadowmoon Valley - Draenor",Can Be Tamed
75482,Veloss,"Secluded Glade, Shadowmoon Valley - Draenor",Can Be Tamed
83720,Sporebat Darter,Ashran (Battleground),Can Be Tamed
79332,Zangarra Sporebat,"Zangarra, Talador",Can Be Tamed
84856,Blightglow,"The Evanescent Sea, Spires of Arak",Can Be Tamed
81138,Spore Drifter,"Sporemist Shallows, Spires of Arak",Can Be Tamed
73013,Vile Sporebat,"Secluded Glade, Shadowmoon Valley - Draenor",Can Be Tamed
18128,Sporebat,Zangarmarsh,Can Be Tamed
21246,Serpentshrine Sporebat,Serpentshrine Cavern (Raid),Can Be Tamed
18280,Sporewing,Zangarmarsh,Can Be Tamed
50779,Sporeggon,Eastern Plaguelands,Can Be Tamed
18129,Greater Sporebat,Zangarmarsh,Can Be Tamed
17724,Underbat,The Underbog (Dungeon),Can Be Tamed
20387,Young Sporebat,Zangarmarsh,Can Be Tamed
84639,Sporebat,"Zangar Shore, Nagrand - Draenor",Can Be Tamed
231195,Crimson Windsteed,"The Dawning Valley, The Wandering Isle (Open Zone)",Can Be Tamed
231257,Shimmering Windsteed,"Ridge of Laughing Winds, The Wandering Isle (Open Zone)",Can Be Tamed
231258,Serene Windsteed,"Ridge of Laughing Winds, The Wandering Isle (Open Zone)",Can Be Tamed
231194,Jade-Scaled Windsteed,"The Dawning Valley, The Wandering Isle (Open Zone)",Can Be Tamed
249799,Slateback Roamer,"The Oasis, Eco-Dome: Primus, K'aresh",Can Be Tamed
235095,Dreaming Festive Reindeer,Old Hillsbrad Foothills (Dungeon),Can Be Tamed
217121,Brightland Hornface,"The Three Shields (Quest Phase), Isle of Dorn",Can Be Tamed
212701,Elder Shalehorn,"Boskroot Basin, Isle of Dorn",Can Be Tamed
223042,Elusive Shalehorn,Hallowfall; Isle of Dorn,Can Be Tamed
218187,Grazing Stomper,Isle of Dorn,Can Be Tamed
228450,Highrock Bull,Hallowfall,Can Be Tamed
227150,Immature Shalehorn,Hallowfall,Can Be Tamed
222619,Meandering Shalehorn,Isle of Dorn,Can Be Tamed
212702,Mycotic Shalehorn,"Boskroot Basin, Isle of Dorn",Can Be Tamed
225311,Plainswalker Shalehorn,Isle of Dorn,Can Be Tamed
225268,Plainswalker Shalehorn,Isle of Dorn,Can Be Tamed
214973,Shalehorn Bull,Isle of Dorn,Can Be Tamed
224588,Spooked Cow,"The Aegis Wall, Hallowfall",Can Be Tamed
224611,Unnerved Calf,"The Aegis Wall, Hallowfall",Can Be Tamed
226252,Upland Calf,Hallowfall,Can Be Tamed
226117,Upland Calf,Hallowfall,Can Be Tamed
226116,Upland Shalehorn,Hallowfall,Can Be Tamed
226115,Upland Shalehorn,Hallowfall,Can Be Tamed
228120,Wary Bull,Hallowfall,Can Be Tamed
228153,Immature Shalehorn,Hallowfall,Can Be Tamed
221024,Enraged Shalehorn,"Dar Kazhad, Isle of Dorn",Can Be Tamed
221684,Crested Shalehorn,Isle of Dorn,Can Be Tamed
225270,Crested Shalehorn,Isle of Dorn,Can Be Tamed
220299,Grazing Shalehorn,Isle of Dorn,Can Be Tamed
228451,Highrock Calf,Hallowfall,Can Be Tamed
229119,Highrock Calf,Hallowfall,Can Be Tamed
229117,Highrock Cow,Hallowfall,Can Be Tamed
228447,Highrock Cow,Hallowfall,Can Be Tamed
224551,Immature Shalehorn,Hallowfall,Can Be Tamed
218188,Meandering Gorger,Isle of Dorn,Can Be Tamed
224099,Shalehorn Bull,Hallowfall,Can Be Tamed
224410,Shalehorn Bull,Hallowfall,Can Be Tamed
212424,Shalehorn Calf,Isle of Dorn,Can Be Tamed
224409,Shalehorn Cow,Hallowfall,Can Be Tamed
228115,Carefree Calf,Hallowfall,Can Be Tamed
225180,Ironhoof Shalehorn,Isle of Dorn,Can Be Tamed
228874,Penumbral Calf,Hallowfall,Can Be Tamed
227935,Penumbral Calf,Hallowfall,Can Be Tamed
227999,Penumbral Shalehorn,Hallowfall,Can Be Tamed
227933,Penumbral Shalehorn,Hallowfall,Can Be Tamed
225913,Shalehorn Calf,Hallowfall,Can Be Tamed
225912,Shalehorn Calf,Hallowfall,Can Be Tamed
224101,Shalehorn Cow,Hallowfall,Can Be Tamed
216970,Shalehorn Impaler,Isle of Dorn,Can Be Tamed
226120,Upland Bull,Hallowfall,Can Be Tamed
226118,Upland Bull,Hallowfall,Can Be Tamed
219263,Warphorn,Isle of Dorn,Can Be Tamed
221474,Wary Shalehorn,"Morgaen's Tears, Hallowfall",Can Be Tamed
228217,Wary Shalehorn,Hallowfall,Can Be Tamed
222618,Alert Shalehorn,Isle of Dorn,Can Be Tamed
228012,Immature Shalehorn,Hallowfall,Can Be Tamed
212704,Mycotic Shalehorn,"Boskroot Basin, Isle of Dorn",Can Be Tamed
228000,Penumbral Bull,Hallowfall,Can Be Tamed
227934,Penumbral Bull,Hallowfall,Can Be Tamed
219267,Plaguehart,"Boskroot Basin, Isle of Dorn",Can Be Tamed
224586,Daunted Bull,"The Aegis Wall, Hallowfall",Can Be Tamed
214764,Rustmane Shalehorn,Isle of Dorn,Can Be Tamed
221786,Pride of Beledar,"The Fangs, Hallowfall",Can Be Tamed
213781,Ashen Gladehart Buck,"Meandering Rootlands, The Emerald Dream",Can Be Tamed
211990,Domesticated Dreamstag,"Eye of Ysera, The Emerald Dream",Can Be Tamed
211767,Gentle Gladehart,"Slumbersome Shores, The Emerald Dream",Can Be Tamed
211347,Rabid Gladehart,"Dreamsurge Basin, The Emerald Dream",Can Be Tamed
210894,Flathoof Dreamstag,"Viridescent Thicket & Lushdream Crags, The Emerald Dream",Can Be Tamed
210843,Dreamhoof Stag,"Haven Cascades, Whorlwing Basin & Field of Flames, The Emerald Dream",Can Be Tamed
216699,Efflorescent Gladehart,Amirdrassil (Dragon Isles Zone),Can Be Tamed
212069,Elusive Swifthoof Gladehart,The Emerald Dream,Can Be Tamed
210775,Fenblossom Gladehart,"Singing Fen & Meandering Rootlands, The Emerald Dream",Can Be Tamed
210283,Shoreline Gladehart,"Shallow Crossing, Shoreline Roots, Fields of Reverie, and Wakeful Vista, The Emerald Dream",Can Be Tamed
208231,Bough Gladehart,"Ancient Bough, The Emerald Dream",Can Be Tamed
212061,Elusive Gladehart,The Emerald Dream,Can Be Tamed
210774,Fenblossom Gladehind,"Singing Fen & Meandering Rootlands, The Emerald Dream",Can Be Tamed
210284,Shoreline Gladehind,"Shallow Crossing, Shoreline Roots, and Wakeful Vista, The Emerald Dream",Can Be Tamed
210844,Dreamhoof Doe,"Haven Cascades, Whorlwing Basin & Field of Flames, The Emerald Dream",Can Be Tamed
216698,Efflorescent Gladehind,Amirdrassil (Dragon Isles Zone),Can Be Tamed
210954,Poised Gladehind,"Root-Bound Sanctuary, The Emerald Dream",Can Be Tamed
212133,Elusive Verdant Gladewarden,The Emerald Dream,Can Be Tamed
207785,Irate Gladehart,"Root-Bound Sanctuary, The Emerald Dream",Can Be Tamed
207620,Resilient Gladehart,"Amirdrassil, The Emerald Dream",Can Be Tamed
211370,Verdant Gladehart,"Meandering Rootlands, The Emerald Dream",Can Be Tamed
210596,Verdant Gladehart,"Meandering Rootlands, The Emerald Dream",Can Be Tamed
207784,Distressed Gladehind,"Root-Bound Sanctuary, The Emerald Dream",Can Be Tamed
207621,Watchful Gladehind,"Amirdrassil, Viridescent Thicket & Skystone Falls, The Emerald Dream",Can Be Tamed
209929,Envoy of Winter,"Shiversnap Grove, The Emerald Dream",Can Be Tamed
210984,Argyr,The Emerald Dream,Can Be Tamed
210985,Argyr,The Emerald Dream,Can Be Tamed
210986,Argyr,The Emerald Dream,Can Be Tamed
194283,Azure Herdmare,"Ruins of Karnthar, The Azure Span",Can Be Tamed
190216,Azure Vorquin,The Azure Span,Can Be Tamed
191317,Creekside Grazer,"The Cascades & Gardens of Unity, Thaldraszus",Can Be Tamed
188276,Fierce Herdstallion,"Gardens of Unity, Thaldraszus",Can Be Tamed
197009,Liskheszaera,"Sagecrest Pines, Ohn'ahran Plains",Can Be Tamed
188294,Lushmeadow Grazer,"Apex Canopy, The Waking Shores",Can Be Tamed
192640,Mountain Herdstallion,"Shadow Ledge & Shadow Pass, Thaldraszus",Can Be Tamed
191204,Pleasant Yearling,"Pleasant Hill & South Hold Gate, Thaldraszus",Can Be Tamed
193966,Seaspan Runner,The Azure Span,Can Be Tamed
196517,Serene Vorquin,"The Petitioner's Concourse, Thaldraszus",Can Be Tamed
195047,Tranquil Vorquin,"Eclipse Lake, Thaldraszus",Can Be Tamed
191624,Tranquil Vorquin,The Waking Shores,Can Be Tamed
